Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2025/01/28,0000 UTC,0,"1006,4","1006,4","1004,9",,26,"22,3","26,6",26,"22,3","22,2",80,77,80,33,4,0
2025/01/28,0100 UTC,0,"1007,1","1007,1","1006,4",,"25,5","22,4",26,"25,5","22,4","22,2",83,80,83,30,0,0
2025/01/28,0200 UTC,0,"1007,6","1007,6","1007,1",,"25,5","22,8","25,5","25,3","22,8","22,4",85,83,85,51,"1,7",0
2025/01/28,0300 UTC,0,"1007,3","1007,6","1007,3",,"25,3","22,8","25,5","25,3","22,9","22,7",86,85,86,50,"3,3",0
2025/01/28,0400 UTC,0,1007,"1007,4",1007,,25,23,"25,3",25,23,"22,8",89,86,89,68,"2,6",0
2025/01/28,0500 UTC,0,"1006,4","1007,1","1006,4",,"24,8","23,1",25,"24,8","23,1","22,9",90,89,90,62,0,0
2025/01/28,0600 UTC,0,"1005,4","1006,4","1005,4",,"24,5",23,"24,8","24,5","23,1",23,91,90,91,74,0,0
2025/01/28,0700 UTC,0,"1005,2","1005,3","1005,1",,"24,3",23,"24,6","24,3","23,2",23,92,91,92,106,0,0
2025/01/28,0800 UTC,0,"1005,3","1005,4","1005,2",,"23,9","22,8","24,3","23,9",23,"22,8",93,92,93,120,0,0
2025/01/28,0900 UTC,0,"1005,3","1005,4","1005,1",,"23,5","22,5","23,9","23,5","22,8","22,5",94,93,94,128,0,0
2025/01/28,1000 UTC,0,"1005,9","1005,9","1005,2","32,5","23,7","22,7","23,7","23,5","22,7","22,5",95,94,95,145,0,0
2025/01/28,1100 UTC,0,"1006,7","1006,7","1005,9","580,4","25,4","24,2","25,4","23,6","24,2","22,7",95,93,93,90,0,0
2025/01/28,1200 UTC,0,"1007,3","1007,3","1006,7","1476,2","27,7","23,9","27,7","25,4","24,4","23,6",93,80,80,68,"4,8","0,4"
2025/01/28,1300 UTC,0,"1007,6","1007,6","1007,3","1896,6","29,1","23,6","29,4","27,5","24,3","23,4",81,71,72,53,"7,4","2,4"
2025/01/28,1400 UTC,0,"1007,5","1007,7","1007,5",2525,"29,8","22,8","30,8","28,8","24,3","22,7",74,64,66,56,"8,1","1,2"
2025/01/28,1500 UTC,0,1007,"1007,5",1007,"2570,8","31,7","23,1","31,7","29,8",24,"22,5",68,60,60,69,"8,8","0,8"
2025/01/28,1600 UTC,0,1006,1007,1006,"2541,6","32,1","22,8","32,5","30,6","23,8","22,3",64,56,58,69,"7,2","1,4"
2025/01/28,1700 UTC,0,"1004,9",1006,"1004,8","1870,2","31,8","23,2","32,8","30,7","24,4","22,1",68,55,60,120,"7,2","0,2"
2025/01/28,1800 UTC,0,"1003,3","1004,9","1003,3","2864,2","33,5","22,2","33,6","31,8","23,8","21,9",61,51,52,95,"6,2","0,5"
2025/01/28,1900 UTC,0,"1002,5","1003,3","1002,4","2300,3","32,7","21,9","33,5","31,2","23,3","20,9",57,50,53,23,"7,2","0,2"
2025/01/28,2000 UTC,"0,4","1002,3","1002,6","1002,2","1251,3","28,7","24,2","33,4","28,7","24,3","21,5",77,51,77,354,"7,8","1,4"
2025/01/28,2100 UTC,0,"1002,3","1002,4","1002,1","126,7","28,1","23,8","28,7","28,1","24,2","23,5",78,74,77,328,"5,4","0,1"
2025/01/28,2200 UTC,0,"1002,8","1002,9","1002,3","25,6","27,5",24,"28,2","27,5","24,2","23,8",81,77,81,20,"4,6",0
2025/01/28,2300 UTC,0,"1004,4","1004,4","1002,8",,"27,4","23,1","27,5","27,4",24,"23,1",81,77,77,47,"5,3",0
2025/01/29,0000 UTC,0,"1005,7","1005,7","1004,4",,"25,9","23,7","27,4","25,9","23,8","22,8",88,76,88,156,0,0
2025/01/29,0100 UTC,0,"1006,2","1006,3","1005,8",,"26,3","23,4","26,4","25,7",24,"23,3",89,84,84,47,0,0
2025/01/29,0200 UTC,0,"1007,1","1007,1","1006,2",,"26,1","23,4","26,4","26,1","23,4","23,3",85,83,85,131,0,0
2025/01/29,0300 UTC,0,"1006,8","1007,2","1006,8",,"25,8","23,4","26,1","25,6","23,7","23,3",88,85,87,37,0,0
2025/01/29,0400 UTC,0,"1006,2","1006,8","1006,2",,"25,3","23,4","25,9","25,3","23,5","23,4",89,87,89,29,0,0
2025/01/29,0500 UTC,0,"1005,4","1006,2","1005,4",,"25,1","23,5","25,3","25,1","23,6","23,4",91,89,91,20,0,0
2025/01/29,0600 UTC,0,"1004,6","1005,4","1004,6",,25,"23,5","25,1",25,"23,6","23,5",92,91,92,10,0,0
2025/01/29,0700 UTC,0,"1004,4","1004,7","1004,4",,"24,8","23,4",25,"24,8","23,6","23,4",92,92,92,19,0,0
2025/01/29,0800 UTC,0,"1004,5","1004,5","1004,3",,"24,6","23,3","24,8","24,5","23,5","23,3",93,92,93,26,0,0
2025/01/29,0900 UTC,0,"1004,7","1004,8","1004,5",,"24,5","23,3","24,6","24,4","23,4","23,3",93,93,93,19,0,0
2025/01/29,1000 UTC,0,"1005,3","1005,3","1004,7","33,5","24,5","23,4","24,5","24,3","23,4","23,2",94,93,94,5,0,0
2025/01/29,1100 UTC,0,"1006,2","1006,2","1005,3","578,7","26,1","24,3","26,1","24,5","24,3","23,4",94,90,90,28,"2,6",0
2025/01/29,1200 UTC,0,"1007,1","1007,1","1006,2","1543,5","28,4","24,4","28,4","26,1","24,6","23,9",90,79,79,37,"6,5","1,2"
2025/01/29,1300 UTC,0,"1007,5","1007,6",1007,"2114,5","29,5",23,"29,7","28,3","24,7",23,80,68,68,52,"8,5",2
2025/01/29,1400 UTC,0,"1007,9",1008,"1007,5","1859,1","30,6","22,8",31,"29,3","23,9","22,8",71,63,63,72,"7,8","1,4"
2025/01/29,1500 UTC,0,"1007,2","1007,9","1007,2","2301,7","32,1","22,8","32,4",30,"23,9","22,2",65,57,58,78,"7,4",1
2025/01/29,1600 UTC,0,"1006,1","1007,2","1006,1","2761,2",32,"23,5","32,7","31,2","23,9","21,8",63,54,61,15,"8,6","1,9"
2025/01/29,1700 UTC,0,"1004,9","1006,1","1004,8","2321,7","32,3",22,"33,2","31,7","24,3","21,9",62,54,55,24,"9,3","3,5"
2025/01/29,1800 UTC,"0,2","1003,9","1004,9","1003,9","938,8","29,1","24,1","32,3","28,2","24,4",22,78,55,74,11,"9,4",0
2025/01/29,1900 UTC,0,"1002,9","1003,9","1002,8","424,8","29,1","24,2","29,4","28,4","24,5","23,1",76,72,75,351,"2,3",0
2025/01/29,2000 UTC,0,"1002,7",1003,"1002,6","293,8","28,8","24,8","29,7","28,8","24,8","23,1",79,68,79,207,3,0
2025/01/29,2100 UTC,0,"1002,8","1002,8","1002,5","229,9","29,4","22,3","29,5","28,6","25,1","22,3",81,66,66,37,"4,3","0,1"
2025/01/29,2200 UTC,0,"1003,5","1003,5","1002,8","65,7","28,6","22,4","29,4","28,5","22,4","22,2",70,66,69,40,"4,3",0
2025/01/29,2300 UTC,0,"1004,5","1004,5","1003,5",,"27,5","22,6","28,6","27,5","22,6","22,4",75,69,75,34,5,0
2025/01/30,0000 UTC,0,"1005,5","1005,5","1004,5",,"26,9","22,6","27,5","26,9","22,6","22,5",77,75,77,36,"3,5",0
2025/01/30,0100 UTC,0,"1006,5","1006,5","1005,5",,"26,3","22,9","26,9","26,3",23,"22,6",82,78,82,30,0,0
2025/01/30,0200 UTC,0,"1006,7","1006,8","1006,5",,"26,1","23,3","26,3",26,"23,3",23,85,82,85,26,0,0
2025/01/30,0300 UTC,0,"1006,6","1006,9","1006,6",,"25,8","23,5","26,1","25,7","23,5","23,2",87,85,87,48,0,0
2025/01/30,0400 UTC,0,"1005,9","1006,6","1005,9",,"25,5","23,5","25,8","25,5","23,6","23,4",89,87,89,9,0,0
2025/01/30,0500 UTC,0,"1005,2","1005,9","1005,2",,"25,2","23,5","25,5","25,2","23,6","23,4",90,89,90,12,0,0
2025/01/30,0600 UTC,0,"1004,5","1005,2","1004,5",,"25,3","23,7","25,4","25,1","23,7","23,4",91,90,90,39,0,0
2025/01/30,0700 UTC,0,"1004,2","1004,5","1004,2",,25,"23,3","25,3",25,"23,6","23,3",91,90,90,20,0,0
2025/01/30,0800 UTC,0,"1004,5","1004,5","1004,2",,"24,6","23,1",25,"24,6","23,3","23,1",91,90,91,57,0,0
2025/01/30,0900 UTC,0,"1005,3","1005,4","1004,5",,"24,8","23,3","24,8","24,6","23,4","23,1",92,91,91,27,0,0
2025/01/30,1000 UTC,0,"1005,8","1005,8","1005,3","34,5","24,8","23,5","24,8","24,5","23,5","23,1",92,91,92,50,0,0
2025/01/30,1100 UTC,0,"1006,6","1006,6","1005,8",266,"25,8","23,8","25,8","24,8","23,9","23,5",92,89,89,94,0,0
2025/01/30,1200 UTC,0,"1007,3","1007,3","1006,6","1157,9","28,3","25,1","28,3","25,8","25,1","23,9",89,82,83,61,"2,2",0
2025/01/30,1300 UTC,0,"1007,5","1007,8","1007,3","1538,4","28,8","24,1","28,8","27,7","24,9","23,5",83,74,76,71,"8,8","2,3"
2025/01/30,1400 UTC,0,"1007,1","1007,5","1006,9","2727,4","30,9","23,3","31,1","28,8","24,2","22,7",76,64,64,46,"8,8","0,4"
2025/01/30,1500 UTC,0,"1007,1","1007,2",1007,"2061,9","31,2","22,6","31,5","30,4","24,3","22,1",67,59,60,58,"8,4","2,1"
2025/01/30,1600 UTC,0,"1006,2","1007,2","1006,2","3032,2","31,6",22,"32,3",31,"23,5","21,5",61,56,57,19,"8,7",2
2025/01/30,1700 UTC,2,"1004,9","1006,4","1004,9","1720,1","30,5","23,7","31,6","27,6","24,5","21,9",79,57,67,58,"8,9","0,1"
2025/01/30,1800 UTC,0,"1003,4","1004,9","1003,4","2661,8","32,6","22,2","32,6","30,5","24,1","21,4",67,53,54,26,"6,8","1,4"
2025/01/30,1900 UTC,0,1003,"1003,4",1003,"2072,5","32,2","22,2","33,1","31,4","23,2","21,7",59,53,56,32,"8,1","2,7"
2025/01/30,2000 UTC,"1,8","1003,3","1003,3","1002,9","1133,7","28,8","23,5","32,7","27,7","24,8","21,8",81,54,73,1,"9,8","1,8"
2025/01/30,2100 UTC,0,"1003,2","1003,4","1003,2","217,4","28,9","23,3",29,"28,7","23,9","23,2",74,72,72,27,"6,9","1,3"
2025/01/30,2200 UTC,0,1004,"1004,2","1003,2",27,"28,1","23,3","28,9","28,1","23,3","22,9",75,71,75,358,"6,3","0,3"
2025/01/30,2300 UTC,0,"1005,3","1005,3",1004,,"27,6","23,1","28,1","27,5","23,3",23,77,75,77,33,5,0
2025/01/31,0000 UTC,0,"1006,4","1006,4","1005,3",,"27,1","23,6","27,6","27,1","23,6","23,1",81,77,81,38,0,0
2025/01/31,0100 UTC,"0,2","1006,9","1007,1","1006,4",,"26,3","23,2","27,1","26,3",24,"23,2",85,81,83,45,"7,1","0,5"
2025/01/31,0200 UTC,0,"1006,6","1006,9","1006,5",,"25,6","23,3","26,3","25,6","23,3","22,9",87,83,87,28,"4,4","0,1"
2025/01/31,0300 UTC,0,"1006,3","1006,6","1006,3",,"25,3","23,4","25,6","25,3","23,4","23,3",89,87,89,356,"3,5",0
2025/01/31,0400 UTC,0,"1005,6","1006,3","1005,6",,"25,2","23,4","25,3","25,2","23,5","23,4",90,89,90,59,0,0
2025/01/31,0500 UTC,0,1005,"1005,6",1005,,"25,3","23,3","25,3","25,2","23,4","23,3",90,89,89,53,0,0
2025/01/31,0600 UTC,0,"1004,5",1005,"1004,5",,"25,2","23,2","25,4","25,2","23,3","23,2",89,88,89,22,0,0
2025/01/31,0700 UTC,0,"1004,2","1004,5","1004,1",,25,"23,2","25,2",25,"23,3","23,2",90,89,90,109,0,0
2025/01/31,0800 UTC,0,"1004,4","1004,4","1004,1",,25,"23,4","25,1",25,"23,4","23,2",91,90,91,144,0,0
2025/01/31,0900 UTC,0,"1004,9","1004,9","1004,4",,"24,9","23,6",25,"24,8","23,6","23,4",92,91,92,199,0,0
2025/01/31,1000 UTC,0,"1005,4","1005,4","1004,9","22,1","24,9","23,7",25,"24,9","23,7","23,5",93,92,93,105,0,0
2025/01/31,1100 UTC,0,"1006,1","1006,1","1005,4","389,5","26,1","24,3","26,1","24,9","24,3","23,7",93,90,90,105,0,0
2025/01/31,1200 UTC,0,"1006,9","1006,9","1006,1","872,9","27,6","24,4","27,7","26,1","24,9","23,9",90,82,82,48,0,0
2025/01/31,1300 UTC,0,"1007,1","1007,1","1006,9","705,9","27,9","24,1","28,1","27,6","24,7",24,82,78,80,32,"3,1",0
2025/01/31,1400 UTC,0,"1006,8","1007,1","1006,8","1170,3","28,7","24,4","29,1","27,6","25,4",24,83,76,78,1,"4,3","0,3"
2025/01/31,1500 UTC,0,"1006,2","1006,8","1006,1","879,7","28,6","24,2",29,"28,4","24,8","23,5",79,75,77,9,"6,9","0,2"
2025/01/31,1600 UTC,0,"1005,9","1006,4","1005,6","966,9","26,8","22,2","28,6","26,7","24,3","21,4",79,71,76,326,"11,8",0
2025/01/31,1700 UTC,0,1005,"1005,9",1005,"326,5","26,6",23,"27,1","26,6",23,"22,1",81,75,81,288,0,0
2025/01/31,1800 UTC,0,"1003,8",1005,"1003,8","216,5",26,"24,1","26,6","25,9","24,1","23,1",89,81,89,331,3,"0,2"
2025/01/31,1900 UTC,"0,2","1003,4","1003,8","1003,2","875,9","27,4","24,6","27,4","25,9","24,8",24,90,85,85,332,"3,7","0,1"
2025/01/31,2000 UTC,0,"1003,7","1003,7","1003,2","1264,9","27,6","23,8","28,2","27,4","24,8","23,7",85,78,80,18,5,"0,2"
2025/01/31,2100 UTC,0,"1003,6","1003,7","1003,4","293,3","27,3","24,3","27,7","27,3","24,3","23,8",84,80,84,12,"5,3",0
2025/01/31,2200 UTC,0,"1004,4","1004,4","1003,5","34,1","26,9","24,5","27,3","26,9","24,5","24,3",87,84,87,356,"2,6",0
2025/01/31,2300 UTC,"1,2",1005,"1005,1","1004,4",,26,"23,9","26,9",26,"24,6","23,9",89,87,88,16,"5,9",0
